Date,Close
1993-03-25,9.541666984558105
1993-03-26,9.583333015441895
1993-03-29,9.458333015441895
1993-03-30,9.458333015441895
1993-03-31,9.666666984558105
1993-04-01,9.541666984558105
1993-04-02,9.5
1993-04-05,9.375
1993-04-06,9.5
1993-04-07,9.708333015441895
1993-04-08,9.625
1993-04-12,9.541666984558105
1993-04-13,9.583333015441895
1993-04-14,9.541666984558105
1993-04-15,9.666666984558105
1993-04-16,9.708333015441895
1993-04-19,9.666666984558105
1993-04-20,9.416666984558105
1993-04-21,9.458333015441895
1993-04-22,9.416666984558105
1993-04-23,9.458333015441895
1993-04-26,9.166666984558105
1993-04-27,9.208333015441895
1993-04-28,9.166666984558105
1993-04-29,9.166666984558105
1993-04-30,9.541666984558105
1993-05-03,9.666666984558105
1993-05-04,9.916666984558105
1993-05-05,10.583333015441895
1993-05-06,10.375
1993-05-07,10.333333015441895
1993-05-10,10.333333015441895
1993-05-11,10.375
1993-05-12,10.375
1993-05-13,10.041666984558105
1993-05-14,10.041666984558105
1993-05-17,9.958333015441895
1993-05-18,9.958333015441895
1993-05-19,10.166666984558105
1993-05-20,10.083333015441895
1993-05-21,10.041666984558105
1993-05-24,10.041666984558105
1993-05-25,9.875
1993-05-26,9.666666984558105
1993-05-27,9.625
1993-05-28,9.541666984558105
1993-06-01,9.5
1993-06-02,9.416666984558105
1993-06-03,9.333333015441895
1993-06-04,9.25
1993-06-07,9.0
1993-06-08,8.791666984558105
1993-06-09,8.833333015441895
1993-06-10,8.791666984558105
1993-06-11,8.666666984558105
1993-06-14,8.708333015441895
1993-06-15,8.625
1993-06-16,8.583333015441895
1993-06-17,8.583333015441895
1993-06-18,8.666666984558105
1993-06-21,8.916666984558105
1993-06-22,9.125
1993-06-23,9.166666984558105
1993-06-24,9.25
1993-06-25,9.541666984558105
1993-06-28,9.583333015441895
1993-06-29,9.666666984558105
1993-06-30,9.916666984558105
1993-07-01,9.833333015441895
1993-07-02,9.833333015441895
1993-07-06,9.708333015441895
1993-07-07,9.5
1993-07-08,9.541666984558105
1993-07-09,9.666666984558105
1993-07-12,9.833333015441895
1993-07-13,9.875
1993-07-14,9.75
1993-07-15,9.833333015441895
1993-07-16,9.75
1993-07-19,9.75
1993-07-20,9.75
1993-07-21,9.583333015441895
1993-07-22,9.458333015441895
1993-07-23,9.416666984558105
1993-07-26,9.5
1993-07-27,9.375
1993-07-28,9.416666984558105
1993-07-29,9.458333015441895
1993-07-30,9.375
1993-08-02,9.333333015441895
1993-08-03,9.5
1993-08-04,9.625
1993-08-05,9.75
1993-08-06,10.166666984558105
1993-08-09,10.875
1993-08-10,10.75
1993-08-11,10.791666984558105
1993-08-12,10.791666984558105
1993-08-13,10.791666984558105
1993-08-16,10.833333015441895
1993-08-17,10.875
1993-08-18,11.166666984558105
1993-08-19,11.791666984558105
1993-08-20,12.0
1993-08-23,11.666666984558105
1993-08-24,11.333333015441895
1993-08-25,11.458333015441895
1993-08-26,11.458333015441895
1993-08-27,11.375
1993-08-30,11.541666984558105
1993-08-31,11.583333015441895
1993-09-01,11.625
1993-09-02,11.583333015441895
1993-09-03,11.541666984558105
1993-09-07,11.541666984558105
1993-09-08,11.458333015441895
1993-09-09,11.375
1993-09-10,11.291666984558105
1993-09-13,11.25
1993-09-14,11.166666984558105
1993-09-15,11.25
1993-09-16,11.208333015441895
1993-09-17,11.166666984558105
1993-09-20,11.166666984558105
1993-09-21,10.916666984558105
1993-09-22,10.958333015441895
1993-09-23,11.083333015441895
1993-09-24,10.916666984558105
1993-09-27,11.041666984558105
1993-09-28,11.0
1993-09-29,11.0
1993-09-30,11.041666984558105
1993-10-01,11.041666984558105
1993-10-04,11.25
1993-10-05,11.166666984558105
1993-10-06,11.125
1993-10-07,11.0
1993-10-08,11.083333015441895
1993-10-11,11.041666984558105
1993-10-12,11.083333015441895
1993-10-13,11.0
1993-10-14,11.041666984558105
1993-10-15,11.083333015441895
1993-10-18,11.291666984558105
1993-10-19,11.5
1993-10-20,11.458333015441895
1993-10-21,11.375
1993-10-22,11.25
1993-10-25,11.166666984558105
1993-10-26,10.916666984558105
1993-10-27,10.958333015441895
1993-10-28,10.916666984558105
1993-10-29,10.833333015441895
1993-11-01,10.875
1993-11-02,10.708333015441895
1993-11-03,10.541666984558105
1993-11-04,10.333333015441895
1993-11-05,10.041666984558105
1993-11-08,10.125
1993-11-09,10.041666984558105
1993-11-10,10.125
1993-11-11,10.5
1993-11-12,10.541666984558105
1993-11-15,10.416666984558105
1993-11-16,10.208333015441895
1993-11-17,10.083333015441895
1993-11-18,10.0
1993-11-19,10.0
1993-11-22,9.875
1993-11-23,9.916666984558105
1993-11-24,9.75
1993-11-26,9.708333015441895
1993-11-29,9.75
1993-11-30,9.708333015441895
1993-12-01,9.791666984558105
1993-12-02,9.875
1993-12-03,9.916666984558105
1993-12-06,9.875
1993-12-07,9.916666984558105
1993-12-08,10.083333015441895
1993-12-09,9.958333015441895
1993-12-10,9.833333015441895
1993-12-13,9.833333015441895
1993-12-14,9.75
1993-12-15,9.666666984558105
1993-12-16,9.458333015441895
1993-12-17,9.541666984558105
1993-12-20,9.416666984558105
1993-12-21,9.416666984558105
1993-12-22,9.5
1993-12-23,9.583333015441895
1993-12-27,9.791666984558105
1993-12-28,10.041666984558105
1993-12-29,10.0
1993-12-30,10.166666984558105
1993-12-31,10.375
1994-01-03,10.333333015441895
1994-01-04,10.125
1994-01-05,10.25
1994-01-06,10.083333015441895
1994-01-07,9.916666984558105
1994-01-10,9.833333015441895
1994-01-11,9.875
1994-01-12,9.875
1994-01-13,9.791666984558105
1994-01-14,10.0
1994-01-17,9.791666984558105
1994-01-18,9.708333015441895
1994-01-19,9.791666984558105
1994-01-20,9.625
1994-01-21,9.583333015441895
1994-01-24,9.583333015441895
1994-01-25,9.625
1994-01-26,9.458333015441895
1994-01-27,9.458333015441895
1994-01-28,9.5
1994-01-31,9.5
1994-02-01,9.458333015441895
1994-02-02,9.5
1994-02-03,9.458333015441895
1994-02-04,9.25
1994-02-07,9.25
1994-02-08,9.125
1994-02-09,9.291666984558105
1994-02-10,9.375
1994-02-11,9.416666984558105
1994-02-14,9.5
1994-02-15,9.541666984558105
1994-02-16,9.5
1994-02-17,9.458333015441895
1994-02-18,9.416666984558105
1994-02-22,9.25
1994-02-23,9.25
1994-02-24,9.25
1994-02-25,9.083333015441895
1994-02-28,9.208333015441895
1994-03-01,9.0
1994-03-02,8.833333015441895
1994-03-03,8.916666984558105
1994-03-04,8.875
1994-03-07,8.875
1994-03-08,8.666666984558105
1994-03-09,8.708333015441895
1994-03-10,8.833333015441895
1994-03-11,8.708333015441895
1994-03-14,8.791666984558105
1994-03-15,8.958333015441895
1994-03-16,8.833333015441895
1994-03-17,8.916666984558105
1994-03-18,9.0
1994-03-21,8.916666984558105
1994-03-22,9.0
1994-03-23,8.916666984558105
1994-03-24,8.916666984558105
1994-03-25,8.875
1994-03-28,8.875
1994-03-29,8.916666984558105
1994-03-30,8.916666984558105
1994-03-31,8.583333015441895
1994-04-04,8.458333015441895
1994-04-05,8.916666984558105
1994-04-06,8.916666984558105
1994-04-07,9.333333015441895
1994-04-08,9.416666984558105
1994-04-11,9.5
1994-04-12,9.416666984558105
1994-04-13,9.458333015441895
1994-04-14,9.333333015441895
1994-04-15,9.25
1994-04-18,9.375
1994-04-19,9.375
1994-04-20,9.375
1994-04-21,9.333333015441895
1994-04-22,9.25
1994-04-25,9.5
1994-04-26,9.583333015441895
1994-04-28,9.416666984558105
1994-04-29,9.5
1994-05-02,9.541666984558105
1994-05-03,9.541666984558105
1994-05-04,9.583333015441895
1994-05-05,9.5
1994-05-06,9.291666984558105
1994-05-09,9.333333015441895
1994-05-10,9.333333015441895
1994-05-11,9.208333015441895
1994-05-12,9.333333015441895
1994-05-13,9.208333015441895
1994-05-16,9.25
1994-05-17,9.333333015441895
1994-05-18,9.541666984558105
1994-05-19,9.458333015441895
1994-05-20,9.5
1994-05-23,9.375
1994-05-24,9.333333015441895
1994-05-25,9.333333015441895
1994-05-26,9.208333015441895
1994-05-27,9.041666984558105
1994-05-31,9.083333015441895
1994-06-01,8.916666984558105
1994-06-02,8.916666984558105
1994-06-03,8.958333015441895
1994-06-06,9.083333015441895
1994-06-07,8.958333015441895
1994-06-08,8.916666984558105
1994-06-09,8.916666984558105
1994-06-10,8.583333015441895
1994-06-13,8.5
1994-06-14,8.333333015441895
1994-06-15,8.416666984558105
1994-06-16,8.416666984558105
1994-06-17,8.5
1994-06-20,8.416666984558105
1994-06-21,8.25
1994-06-22,8.166666984558105
1994-06-23,8.0
1994-06-24,8.083333015441895
1994-06-27,8.166666984558105
1994-06-28,8.25
1994-06-29,8.0
1994-06-30,8.208333015441895
1994-07-01,8.166666984558105
1994-07-05,8.166666984558105
1994-07-06,8.166666984558105
1994-07-07,7.8333330154418945
1994-07-08,7.8333330154418945
1994-07-11,7.5833330154418945
1994-07-12,7.75
1994-07-13,7.8333330154418945
1994-07-14,7.875
1994-07-15,7.875
1994-07-18,8.083333015441895
1994-07-19,8.25
1994-07-20,8.416666984558105
1994-07-21,7.75
1994-07-22,7.875
1994-07-25,7.9583330154418945
1994-07-26,7.9583330154418945
1994-07-27,7.9583330154418945
1994-07-28,7.9583330154418945
1994-07-29,7.7916669845581055
1994-08-01,7.9166669845581055
1994-08-02,7.9583330154418945
1994-08-03,7.9166669845581055
1994-08-04,7.8333330154418945
1994-08-05,7.8333330154418945
1994-08-08,7.7916669845581055
1994-08-09,7.8333330154418945
1994-08-10,7.7916669845581055
1994-08-11,7.7083330154418945
1994-08-12,7.7083330154418945
1994-08-15,7.875
1994-08-16,7.8333330154418945
1994-08-17,7.875
1994-08-18,7.8333330154418945
1994-08-19,7.8333330154418945
1994-08-22,7.7083330154418945
1994-08-23,7.625
1994-08-24,7.5416669845581055
1994-08-25,7.7083330154418945
1994-08-26,7.7083330154418945
1994-08-29,7.6666669845581055
1994-08-30,7.75
1994-08-31,7.7083330154418945
1994-09-01,7.6666669845581055
1994-09-02,7.5416669845581055
1994-09-06,7.5416669845581055
1994-09-07,7.7083330154418945
1994-09-08,8.083333015441895
1994-09-09,8.083333015441895
1994-09-12,8.0
1994-09-13,8.125
1994-09-14,8.333333015441895
1994-09-15,8.333333015441895
1994-09-16,8.333333015441895
1994-09-19,8.333333015441895
1994-09-20,8.166666984558105
1994-09-21,8.416666984558105
1994-09-22,8.333333015441895
1994-09-23,8.291666984558105
1994-09-26,8.041666984558105
1994-09-27,7.9166669845581055
1994-09-28,7.875
1994-09-29,8.125
1994-09-30,8.0
1994-10-03,8.333333015441895
1994-10-04,8.166666984558105
1994-10-05,8.208333015441895
1994-10-06,8.333333015441895
1994-10-07,8.333333015441895
1994-10-10,8.416666984558105
1994-10-11,8.208333015441895
1994-10-12,8.083333015441895
1994-10-13,7.875
1994-10-14,7.9583330154418945
1994-10-17,8.0
1994-10-18,7.9583330154418945
1994-10-19,7.7916669845581055
1994-10-20,7.625
1994-10-21,7.6666669845581055
1994-10-24,7.6666669845581055
1994-10-25,7.5833330154418945
1994-10-26,7.5
1994-10-27,7.5
1994-10-28,7.6666669845581055
1994-10-31,7.5833330154418945
1994-11-01,7.375
1994-11-02,7.5833330154418945
1994-11-03,7.5
1994-11-04,7.5
1994-11-07,7.4583330154418945
1994-11-08,7.75
1994-11-09,7.8333330154418945
1994-11-10,7.8333330154418945
1994-11-11,7.9583330154418945
1994-11-14,7.9166669845581055
1994-11-15,7.8333330154418945
1994-11-16,7.8333330154418945
1994-11-17,7.75
1994-11-18,7.6666669845581055
1994-11-21,7.6666669845581055
1994-11-22,7.375
1994-11-23,7.0833330154418945
1994-11-25,7.2083330154418945
1994-11-28,7.2083330154418945
1994-11-29,6.9166669845581055
1994-11-30,7.2916669845581055
1994-12-01,7.3333330154418945
1994-12-02,7.4583330154418945
1994-12-05,7.6666669845581055
1994-12-06,7.4166669845581055
1994-12-07,7.4166669845581055
1994-12-08,7.4583330154418945
1994-12-09,7.4166669845581055
1994-12-12,7.5833330154418945
1994-12-13,7.4583330154418945
1994-12-14,7.2916669845581055
1994-12-15,7.125
1994-12-16,7.2083330154418945
1994-12-19,7.0416669845581055
1994-12-20,7.2083330154418945
1994-12-21,7.375
1994-12-22,7.1666669845581055
1994-12-23,7.1666669845581055
1994-12-27,7.3333330154418945
1994-12-28,7.4166669845581055
1994-12-29,7.4583330154418945
1994-12-30,7.7916669845581055
1995-01-03,7.75
1995-01-04,7.8333330154418945
1995-01-05,7.7916669845581055
1995-01-06,7.625
1995-01-09,7.625
1995-01-10,7.625
1995-01-11,7.625
1995-01-12,7.5416669845581055
1995-01-13,7.5
1995-01-16,7.5
1995-01-17,7.4166669845581055
1995-01-18,7.4583330154418945
1995-01-19,7.375
1995-01-20,7.4166669845581055
1995-01-23,7.4583330154418945
1995-01-24,7.75
1995-01-25,7.875
1995-01-26,8.083333015441895
1995-01-27,8.041666984558105
1995-01-30,8.125
1995-01-31,8.208333015441895
1995-02-01,8.25
1995-02-02,8.25
1995-02-03,8.25
1995-02-06,8.291666984558105
1995-02-07,8.583333015441895
1995-02-08,8.5
1995-02-09,8.625
1995-02-10,8.541666984558105
1995-02-13,8.333333015441895
1995-02-14,8.25
1995-02-15,8.416666984558105
1995-02-16,8.333333015441895
1995-02-17,8.333333015441895
1995-02-21,8.333333015441895
1995-02-22,8.333333015441895
1995-02-23,8.291666984558105
1995-02-24,8.291666984558105
1995-02-27,8.208333015441895
1995-02-28,8.25
1995-03-01,8.083333015441895
1995-03-02,8.0
1995-03-03,8.0
1995-03-06,8.0
1995-03-07,7.9583330154418945
1995-03-08,7.875
1995-03-09,7.9166669845581055
1995-03-10,7.9166669845581055
1995-03-13,7.9583330154418945
1995-03-14,7.7916669845581055
1995-03-15,7.7916669845581055
1995-03-16,7.9583330154418945
1995-03-17,8.041666984558105
1995-03-20,8.041666984558105
1995-03-21,8.0
1995-03-22,7.9583330154418945
1995-03-23,8.0
1995-03-24,8.083333015441895
1995-03-27,8.25
1995-03-28,8.125
1995-03-29,8.541666984558105
1995-03-30,8.583333015441895
1995-03-31,8.416666984558105
1995-04-03,8.666666984558105
1995-04-04,8.75
1995-04-05,9.0
1995-04-06,8.75
1995-04-07,8.666666984558105
1995-04-10,8.666666984558105
1995-04-11,8.708333015441895
1995-04-12,8.666666984558105
1995-04-13,8.666666984558105
1995-04-17,8.708333015441895
1995-04-18,8.833333015441895
1995-04-19,8.833333015441895
1995-04-20,8.833333015441895
1995-04-21,8.875
1995-04-24,8.958333015441895
1995-04-25,9.0
1995-04-26,8.958333015441895
1995-04-27,8.958333015441895
1995-04-28,8.833333015441895
1995-05-01,8.666666984558105
1995-05-02,8.666666984558105
1995-05-03,8.791666984558105
1995-05-04,8.708333015441895
1995-05-05,8.666666984558105
1995-05-08,8.666666984558105
1995-05-09,8.625
1995-05-10,8.666666984558105
1995-05-11,8.625
1995-05-12,8.625
1995-05-15,8.416666984558105
1995-05-16,8.25
1995-05-17,8.333333015441895
1995-05-18,8.25
1995-05-19,8.208333015441895
1995-05-22,8.125
1995-05-23,8.208333015441895
1995-05-24,8.291666984558105
1995-05-25,8.291666984558105
1995-05-26,8.25
1995-05-30,8.333333015441895
1995-05-31,8.458333015441895
1995-06-01,8.375
1995-06-02,8.416666984558105
1995-06-05,8.416666984558105
1995-06-06,8.458333015441895
1995-06-07,8.666666984558105
1995-06-08,8.958333015441895
1995-06-09,9.0
1995-06-12,9.041666984558105
1995-06-13,9.333333015441895
1995-06-14,9.333333015441895
1995-06-15,9.375
1995-06-16,9.333333015441895
1995-06-19,9.208333015441895
1995-06-20,9.333333015441895
1995-06-21,9.666666984558105
1995-06-22,10.208333015441895
1995-06-23,10.208333015441895
1995-06-26,9.958333015441895
1995-06-27,9.791666984558105
1995-06-28,9.708333015441895
1995-06-29,9.541666984558105
1995-06-30,9.666666984558105
1995-07-03,9.5
1995-07-05,9.583333015441895
1995-07-06,9.666666984558105
1995-07-07,9.875
1995-07-10,9.916666984558105
1995-07-11,9.833333015441895
1995-07-12,10.0
1995-07-13,10.208333015441895
1995-07-14,10.208333015441895
1995-07-17,10.041666984558105
1995-07-18,9.958333015441895
1995-07-19,9.916666984558105
1995-07-20,10.0
1995-07-21,9.958333015441895
1995-07-24,9.916666984558105
1995-07-25,9.875
1995-07-26,9.958333015441895
1995-07-27,9.833333015441895
1995-07-28,9.916666984558105
1995-07-31,9.875
1995-08-01,9.708333015441895
1995-08-02,9.75
1995-08-03,9.75
1995-08-04,9.791666984558105
1995-08-07,9.833333015441895
1995-08-08,9.75
1995-08-09,9.75
1995-08-10,9.75
1995-08-11,9.791666984558105
1995-08-14,10.0
1995-08-15,10.0
1995-08-16,10.083333015441895
1995-08-17,10.0
1995-08-18,10.0
1995-08-21,9.916666984558105
1995-08-22,10.083333015441895
1995-08-23,10.041666984558105
1995-08-24,10.041666984558105
1995-08-25,10.041666984558105
1995-08-28,10.0
1995-08-29,9.875
1995-08-30,10.166666984558105
1995-08-31,10.25
1995-09-01,10.291666984558105
1995-09-05,10.458333015441895
1995-09-06,10.625
1995-09-07,10.916666984558105
1995-09-08,11.0
1995-09-11,11.416666984558105
1995-09-12,11.416666984558105
1995-09-13,11.458333015441895
1995-09-14,11.416666984558105
1995-09-15,11.375
1995-09-18,11.333333015441895
1995-09-19,11.208333015441895
1995-09-20,11.166666984558105
1995-09-21,11.333333015441895
1995-09-22,11.416666984558105
1995-09-25,11.333333015441895
1995-09-26,11.416666984558105
1995-09-27,11.416666984558105
1995-09-28,11.458333015441895
